329.459;24.2899;1.27384;1;ff000000;0
0;27.6545;1.12897;2;ff000000;0
34.7606;23.2913;1.32522;3;ff000000;0
57.0164;23.7277;1.30222;4;ff000000;0
90.6875;27.6528;1.12903;5;ff000000;0
127.198;22.6552;1.36039;6;ff000000;0
162.672;26.5751;1.17129;7;ff000000;0
179.083;27.6515;1.12908;8;ff000000;0
204.132;25.5573;1.21461;9;ff000000;0
241.853;24.7985;1.24932;10;ff000000;0
269.312;27.6528;1.12903;11;ff000000;0
298.147;24.7985;1.24932;12;ff000000;0
327.421;40.1193;1.55188;13;fff82121;0
359.083;44.9963;1.4143;14;ffef3a3a;0
33.2649;39.9005;1.55895;15;fff93434;0
53.2403;38.7;1.59938;16;ffe83232;0
90.9739;44.9959;1.41432;17;ffe42d2d;0
127.198;38.5389;1.60502;18;fff23636;0
147.625;40.1832;1.54982;19;ffef3a3a;0
180;45;1.41421;20;ffef3737;0
214.137;39.6144;1.56834;21;fffe3f3f;0
238.16;40.3486;1.54455;22;fffc3333;0
272.005;44.9825;1.41465;23;ffff4848;0
302.293;40.2088;1.54901;24;ffff4545;0
